"행정구역","2026년01월_계_총인구수","2026년01월_계_연령구간인구수","2026년01월_계_0~9세","2026년01월_계_10~19세","2026년01월_계_20~29세","2026년01월_계_30~39세","2026년01월_계_40~49세","2026년01월_계_50~59세","2026년01월_계_60~69세","2026년01월_계_70~79세","2026년01월_계_80~89세","2026년01월_계_90~99세","2026년01월_계_100세 이상","2026년02월_계_총인구수","2026년02월_계_연령구간인구수","2026년02월_계_0~9세","2026년02월_계_10~19세","2026년02월_계_20~29세","2026년02월_계_30~39세","2026년02월_계_40~49세","2026년02월_계_50~59세","2026년02월_계_60~69세","2026년02월_계_70~79세","2026년02월_계_80~89세","2026년02월_계_90~99세","2026년02월_계_100세 이상","2026년03월_계_총인구수","2026년03월_계_연령구간인구수","2026년03월_계_0~9세","2026년03월_계_10~19세","2026년03월_계_20~29세","2026년03월_계_30~39세","2026년03월_계_40~49세","2026년03월_계_50~59세","2026년03월_계_60~69세","2026년03월_계_70~79세","2026년03월_계_80~89세","2026년03월_계_90~99세","2026년03월_계_100세 이상","2026년04월_계_총인구수","2026년04월_계_연령구간인구수","2026년04월_계_0~9세","2026년04월_계_10~19세","2026년04월_계_20~29세","2026년04월_계_30~39세","2026년04월_계_40~49세","2026년04월_계_50~59세","2026년04월_계_60~69세","2026년04월_계_70~79세","2026년04월_계_80~89세","2026년04월_계_90~99세","2026년04월_계_100세 이상","2026년05월_계_총인구수","2026년05월_계_연령구간인구수","2026년05월_계_0~9세","2026년05월_계_10~19세","2026년05월_계_20~29세","2026년05월_계_30~39세","2026년05월_계_40~49세","2026년05월_계_50~59세","2026년05월_계_60~69세","2026년05월_계_70~79세","2026년05월_계_80~89세","2026년05월_계_90~99세","2026년05월_계_100세 이상","2026년06월_계_총인구수","2026년06월_계_연령구간인구수","2026년06월_계_0~9세","2026년06월_계_10~19세","2026년06월_계_20~29세","2026년06월_계_30~39세","2026년06월_계_40~49세","2026년06월_계_50~59세","2026년06월_계_60~69세","2026년06월_계_70~79세","2026년06월_계_80~89세","2026년06월_계_90~99세","2026년06월_계_100세 이상"
"부산광역시 영도구 (2620000000)","101,252","101,252","3,518","6,292","8,615","8,842","11,964","16,814","20,476","16,322","7,455","940","14","100,944","100,944","3,484","6,282","8,518","8,735","11,894","16,794","20,424","16,384","7,469","945","15","100,733","100,733","3,457","6,277","8,403","8,742","11,855","16,665","20,408","16,466","7,479","965","16","100,633","100,633","3,420","6,265","8,429","8,752","11,800","16,627","20,357","16,527","7,467","974","15","100,748","100,748","3,408","6,268","8,529","8,785","11,788","16,551","20,325","16,582","7,520","979","13","100,570","100,570","3,401","6,242","8,515","8,744","11,759","16,482","20,288","16,605","7,545","975","14"
"부산광역시 부산진구 (2623000000)","365,384","365,384","18,427","24,428","46,509","54,200","49,188","56,112","58,720","38,771","16,740","2,243","46","365,395","365,395","18,353","24,543","46,495","54,053","49,103","56,054","58,773","38,950","16,778","2,247","46","365,294","365,294","18,256","24,658","46,301","54,118","49,017","55,818","58,786","39,201","16,813","2,279","47","365,157","365,157","18,197","24,653","46,153","54,157","48,986","55,676","58,730","39,431","16,813","2,312","49","365,104","365,104","18,154","24,616","45,986","54,288","48,868","55,620","58,724","39,581","16,875","2,341","51","364,912","364,912","18,150","24,610","45,754","54,401","48,851","55,516","58,627","39,708","16,896","2,349","50"
"부산광역시 동래구 (2626000000)","273,171","273,171","17,006","26,534","25,639","32,148","42,382","44,471","42,554","29,165","11,634","1,612","26","272,758","272,758","16,961","26,457","25,494","31,993","42,313","44,364","42,531","29,345","11,631","1,642","27","272,155","272,155","16,842","26,378","25,308","31,948","42,154","44,151","42,467","29,513","11,700","1,666","28","271,815","271,815","16,753","26,428","25,096","31,947","42,056","44,053","42,437","29,656","11,676","1,685","28","271,437","271,437","16,682","26,424","24,999","31,830","42,008","43,958","42,360","29,752","11,685","1,711","28","271,097","271,097","16,643","26,414","24,899","31,745","42,041","43,821","42,302","29,810","11,698","1,695","29"
"부산광역시 남구 (2629000000)","251,114","251,114","12,323","21,940","30,111","26,959","34,935","41,460","39,980","28,921","12,775","1,681","29","252,749","252,749","12,461","22,245","30,294","27,327","35,080","41,607","40,112","29,097","12,780","1,718","28","253,768","253,768","12,499","22,477","30,400","27,673","35,043","41,634","40,149","29,268","12,851","1,745","29","253,913","253,913","12,465","22,463","30,398","27,789","34,987","41,641","40,107","29,402","12,870","1,763","28","254,174","254,174","12,419","22,483","30,390","27,907","35,038","41,620","40,050","29,530","12,934","1,773","30","254,413","254,413","12,398","22,419","30,401","28,046","35,053","41,644","40,071","29,610","12,979","1,762","30"
"부산광역시 북구 (2632000000)","262,506","262,506","13,160","20,295","24,924","31,325","33,680","45,450","51,884","29,231","10,974","1,547","36","262,000","262,000","13,023","20,241","24,689","31,206","33,586","45,317","51,900","29,440","11,016","1,548","34","261,557","261,557","12,950","20,183","24,369","31,196","33,496","45,037","52,020","29,631","11,075","1,563","37","261,316","261,316","12,870","20,179","24,178","31,190","33,400","44,908","52,073","29,805","11,106","1,572","35","260,994","260,994","12,800","20,150","24,022","31,153","33,325","44,716","52,076","29,981","11,151","1,585","35","260,736","260,736","12,738","20,157","23,870","31,159","33,315","44,563","52,013","30,124","11,180","1,580","37"
"부산광역시 해운대구 (2635000000)","372,400","372,400","20,094","35,036","35,547","41,133","55,377","65,740","62,070","38,427","16,430","2,495","51","372,175","372,175","20,123","34,898","35,336","41,103","55,347","65,626","62,091","38,640","16,446","2,513","52","371,470","371,470","20,010","34,764","34,984","41,150","55,123","65,339","62,097","38,935","16,484","2,533","51","371,143","371,143","19,923","34,717","34,776","41,160","55,039","65,266","62,022","39,151","16,487","2,549","53","370,920","370,920","19,792","34,714","34,563","41,209","54,930","65,246","61,986","39,336","16,531","2,562","51","370,739","370,739","19,706","34,689","34,510","41,252","54,873","65,167","61,927","39,487","16,523","2,554","51"
"부산광역시 사하구 (2638000000)","285,534","285,534","12,252","22,740","29,218","30,243","38,876","49,158","53,664","34,591","13,018","1,729","45","284,653","284,653","12,068","22,683","29,002","29,949","38,704","48,971","53,686","34,738","13,048","1,757","47","283,945","283,945","11,912","22,663","28,770","29,870","38,464","48,715","53,642","34,974","13,110","1,776","49","283,258","283,258","11,819","22,632","28,481","29,841","38,304","48,519","53,597","35,118","13,112","1,785","50","282,633","282,633","11,730","22,532","28,322","29,752","38,206","48,293","53,564","35,233","13,159","1,789","53","282,159","282,159","11,660","22,475","28,190","29,704","38,100","48,144","53,519","35,314","13,199","1,802","52"
"부산광역시 금정구 (2641000000)","206,039","206,039","7,870","15,290","25,449","20,624","25,257","33,660","38,552","26,420","11,197","1,682","38","205,932","205,932","7,811","15,429","25,386","20,558","25,137","33,568","38,544","26,550","11,209","1,704","36","206,033","206,033","7,755","15,586","25,495","20,525","25,036","33,373","38,539","26,672","11,281","1,736","35","205,880","205,880","7,732","15,540","25,501","20,491","24,960","33,301","38,499","26,795","11,285","1,738","38","205,968","205,968","7,708","15,527","25,556","20,529","24,933","33,186","38,492","26,886","11,348","1,762","41","205,672","205,672","7,669","15,434","25,459","20,516","24,919","33,098","38,490","26,924","11,375","1,746","42"
"부산광역시 강서구 (2644000000)","150,848","150,848","16,578","17,990","10,592","23,855","31,334","18,777","17,725","10,031","3,406","550","10","151,888","151,888","16,748","18,163","10,589","24,014","31,655","18,888","17,736","10,113","3,409","562","11","152,414","152,414","16,741","18,287","10,559","24,158","31,737","18,951","17,789","10,187","3,426","568","11","152,826","152,826","16,724","18,394","10,575","24,206","31,851","19,025","17,813","10,239","3,426","562","11","153,175","153,175","16,685","18,525","10,589","24,210","31,961","19,084","17,785","10,329","3,427","568","12","153,555","153,555","16,650","18,645","10,609","24,222","32,063","19,137","17,834","10,393","3,426","566","10"
"부산광역시 연제구 (2647000000)","211,664","211,664","12,302","17,178","21,395","28,325","30,954","33,746","33,567","23,291","9,605","1,278","23","211,506","211,506","12,244","17,163","21,336","28,301","30,894","33,713","33,509","23,420","9,625","1,277","24","211,426","211,426","12,169","17,152","21,230","28,411","30,775","33,589","33,524","23,594","9,656","1,299","27","211,491","211,491","12,127","17,192","21,173","28,436","30,782","33,530","33,542","23,700","9,674","1,307","28","211,509","211,509","12,077","17,228","21,130","28,465","30,763","33,544","33,462","23,799","9,714","1,300","27","211,464","211,464","12,084","17,229","21,029","28,495","30,803","33,476","33,434","23,847","9,739","1,301","27"
"부산광역시 수영구 (2650000000)","168,912","168,912","7,368","11,334","19,566","22,815","22,891","26,050","27,601","20,993","8,986","1,285","23","168,745","168,745","7,324","11,344","19,477","22,750","22,797","26,113","27,547","21,055","9,014","1,301","23","168,585","168,585","7,283","11,374","19,296","22,823","22,745","26,020","27,536","21,117","9,049","1,317","25","168,577","168,577","7,266","11,394","19,147","22,886","22,751","26,001","27,517","21,195","9,072","1,323","25","168,513","168,513","7,225","11,411","19,059","22,917","22,741","25,973","27,458","21,243","9,116","1,343","27","168,440","168,440","7,202","11,406","18,958","22,958","22,774","25,956","27,392","21,266","9,161","1,341","26"
"부산광역시 사상구 (2653000000)","193,750","193,750","7,374","13,135","21,153","22,605","23,985","33,429","40,225","22,962","7,892","971","19","193,474","193,474","7,262","13,220","21,039","22,509","23,875","33,293","40,269","23,122","7,878","985","22","193,189","193,189","7,226","13,263","20,875","22,483","23,769","33,068","40,265","23,298","7,917","1,002","23","192,901","192,901","7,169","13,203","20,818","22,427","23,699","32,945","40,226","23,464","7,924","1,004","22","192,718","192,718","7,120","13,215","20,717","22,404","23,663","32,811","40,223","23,576","7,961","1,007","21","192,475","192,475","7,069","13,188","20,624","22,402","23,603","32,677","40,237","23,675","7,973","1,004","23"
"부산광역시 기장군 (2671000000)","175,290","175,290","12,507","19,942","14,763","20,200","31,366","28,198","23,778","16,511","6,919","1,072","34","175,273","175,273","12,398","19,927","14,696","20,155","31,312","28,241","23,845","16,624","6,954","1,088","33","175,285","175,285","12,267","19,981","14,572","20,190","31,191","28,272","23,937","16,744","6,999","1,097","35","175,267","175,267","12,177","20,020","14,540","20,198","31,059","28,370","23,949","16,798","7,027","1,094","35","175,273","175,273","12,119","20,031","14,482","20,235","30,985","28,380","23,980","16,864","7,060","1,103","34","175,262","175,262","12,008","20,084","14,459","20,213","30,998","28,389","24,006","16,881","7,083","1,109","32"
"대구광역시  (2700000000)","2,352,249","2,352,249","133,545","212,996","252,223","285,023","334,864","412,334","379,999","224,019","101,103","15,852","291","2,351,461","2,351,461","133,157","212,989","251,102","284,536","334,323","411,757","380,674","225,477","101,036","16,116","294","2,350,042","2,350,042","132,564","212,717","249,677","285,160","333,270","409,926","381,544","227,384","101,163","16,339","298","2,349,360","2,349,360","131,987","212,646","248,823","285,394","332,593","409,460","381,795","228,635","101,182","16,543","302","2,349,305","2,349,305","131,363","212,823","248,128","285,727","332,053","408,947","382,007","229,937","101,316","16,695","309","2,348,165","2,348,165","130,923","212,793","247,258","285,821","331,806","408,408","381,859","230,854","101,395","16,741","307"
"대구광역시 중구 (2711000000)","101,099","101,099","8,171","7,511","13,515","18,232","14,961","14,223","11,460","8,086","4,240","682","18","101,081","101,081","8,174","7,532","13,483","18,213","14,975","14,210","11,468","8,092","4,221","694","19","101,349","101,349","8,188","7,532","13,566","18,309","15,001","14,233","11,453","8,129","4,209","710","19","101,576","101,576","8,204","7,559","13,595","18,393","15,007","14,269","11,441","8,138","4,225","725","20","101,643","101,643","8,176","7,584","13,615","18,439","15,008","14,257","11,411","8,171","4,236","726","20","101,754","101,754","8,178","7,612","13,618","18,534","15,016","14,286","11,344","8,183","4,232","732","19"
"대구광역시 동구 (2714000000)","339,167","339,167","19,066","25,956","33,780","44,225","46,564","56,074","56,475","37,320","17,135","2,524","48","338,753","338,753","18,890","25,903","33,646","44,100","46,370","56,024","56,536","37,513","17,155","2,572","44","338,406","338,406","18,778","25,883","33,415","44,109","46,245","55,741","56,580","37,837","17,155","2,615","48","338,262","338,262","18,738","25,889","33,238","44,126","46,155","55,629","56,583","38,001","17,207","2,647","49","338,260","338,260","18,660","25,933","33,056","44,223","46,124","55,574","56,557","38,195","17,223","2,668","47","338,476","338,476","18,665","25,990","32,990","44,355","46,136","55,561","56,499","38,332","17,208","2,692","48"
"대구광역시 서구 (2717000000)","164,018","164,018","6,891","9,783","14,556","19,677","19,512","28,700","33,562","21,019","9,070","1,226","22","163,987","163,987","6,869","9,772","14,539","19,626","19,525","28,616","33,587","21,132","9,061","1,237","23","163,853","163,853","6,844","9,758","14,374","19,637","19,503","28,391","33,678","21,328","9,068","1,249","23","163,811","163,811","6,834","9,750","14,305","19,651","19,523","28,263","33,668","21,469","9,044","1,281","23","163,748","163,748","6,821","9,731","14,307","19,643","19,499","28,169","33,610","21,595","9,057","1,292","24","163,508","163,508","6,804","9,731","14,238","19,605","19,463","28,092","33,520","21,675","9,068","1,289","23"
"대구광역시 남구 (2720000000)","136,497","136,497","5,173","8,115","15,913","16,937","16,679","22,721","23,792","17,113","8,585","1,443","26","137,746","137,746","5,342","8,290","16,048","17,177","16,882","22,827","23,863","17,234","8,589","1,465","29","138,546","138,546","5,407","8,349","16,123","17,442","16,920","22,888","23,928","17,360","8,618","1,482","29","139,121","139,121","5,427","8,355","16,140","17,651","16,974","23,006","23,980","17,464","8,619","1,475","30","140,620","140,620","5,535","8,423","16,340","18,120","17,171","23,228","24,056","17,584","8,635","1,502","26","141,344","141,344","5,579","8,446","16,357","18,435","17,282","23,307","24,111","17,653","8,649","1,501","24"
"대구광역시 북구 (2723000000)","408,890","408,890","21,773","37,490","50,288","48,214","56,672","76,541","64,514","34,979","16,009","2,363","47","408,481","408,481","21,593","37,627","50,087","47,975","56,430","76,409","64,686","35,233","15,993","2,399","49","408,215","408,215","21,415","37,679","50,025","47,961","56,139","76,056","64,888","35,523","16,049","2,430","50","407,876","407,876","21,237","37,631","49,945","47,914","55,914","75,937","64,983","35,743","16,064","2,458","50","407,548","407,548","21,060","37,631","49,843","47,849","55,690","75,807","65,086","35,939","16,101","2,488","54","406,915","406,915","20,955","37,500","49,706","47,698","55,571","75,620","65,103","36,076","16,149","2,483","54"
"대구광역시 수성구 (2726000000)","409,332","409,332","24,430","47,403","42,721","42,521","63,065","74,231","59,465","35,631","16,859","2,955","51","409,297","409,297","24,598","47,229","42,358","42,597","63,083","74,147","59,523","35,860","16,845","3,005","52","408,930","408,930","24,572","47,097","41,917","42,811","62,958","73,855","59,655","36,134","16,841","3,038","52","408,743","408,743","24,455","47,022","41,798","42,917","62,771","73,884","59,613","36,321","16,832","3,076","54","408,527","408,527","24,305","47,090","41,606","42,937","62,624","73,802","59,629","36,527","16,839","3,109","59","408,147","408,147","24,213","47,016","41,461","42,906","62,559","73,674","59,643","36,644","16,864","3,105","62"
"대구광역시 달서구 (2729000000)","516,497","516,497","27,221","48,762","58,408","61,078","72,141","94,799","86,608","45,838","18,755","2,837","50","516,019","516,019","27,093","48,774","58,042","60,979","71,859","94,561","86,808","46,232","18,726","2,896","49","515,142","515,142","26,929","48,600","57,588","61,086","71,471","94,013","87,012","46,668","18,787","2,938","50","514,677","514,677","26,811","48,591","57,248","61,080","71,296","93,813","87,091","46,943","18,768","2,986","50","514,075","514,075","26,685","48,485","57,018","61,064","71,063","93,508","87,174","47,222","18,800","3,006","50","513,399","513,399","26,526","48,453","56,683","61,016","70,913","93,303","87,142","47,468","18,812","3,035","48"
"대구광역시 달성군 (2771000000)","254,213","254,213","20,379","27,161","22,128","33,000","43,633","41,505","37,847","19,499","7,750","1,286","25","253,530","253,530","20,157","27,052","21,975","32,731","43,564","41,444","37,896","19,617","7,764","1,305","25","253,014","253,014","19,989","27,010","21,755","32,664","43,401","41,251","38,022","19,809","7,765","1,324","24","252,627","252,627","19,838","27,038","21,630","32,522","43,310","41,152","38,096","19,922","7,754","1,342","23","252,210","252,210","19,677","27,139","21,425","32,302","43,245","41,086","38,155","20,038","7,766","1,351","26","252,000","252,000","19,558","27,247","21,296","32,124","43,243","41,054","38,180","20,155","7,763","1,354","26"
"대구광역시 군위군 (2772000000)","22,536","22,536","441","815","914","1,139","1,637","3,540","6,276","4,534","2,700","536","4","22,567","22,567","441","810","924","1,138","1,635","3,519","6,307","4,564","2,682","543","4","22,587","22,587","442","809","914","1,141","1,632","3,498","6,328","4,596","2,671","553","3","22,667","22,667","443","811","924","1,140","1,643","3,507","6,340","4,634","2,669","553","3","22,674","22,674","444","807","918","1,150","1,629","3,516","6,329","4,666","2,659","553","3","22,622","22,622","445","798","909","1,148","1,623","3,511","6,317","4,668","2,650","550","3"
"인천광역시  (2800000000)","3,053,308","3,053,308","188,525","276,270","336,620","431,410","473,849","516,067","473,819","236,311","101,580","18,311","546","3,054,367","3,054,367","188,098","276,054","335,201","430,845","473,879","516,133","475,092","238,178","101,781","18,553","553","3,055,983","3,055,983","187,638","276,076","333,641","432,050","472,997","514,897","476,856","240,344","102,140","18,788","556","3,057,226","3,057,226","187,255","276,020","332,664","432,537","472,438","514,812","477,895","241,702","102,375","18,965","563","3,058,623","3,058,623","186,778","276,006","331,673","432,950","472,299","514,565","478,807","243,104","102,735","19,145","561","3,061,002","3,061,002","186,543","276,030","330,992","433,555","472,981","514,311","479,431","244,245","103,199","19,169","546"
"인천광역시 중구 (2811000000)","177,090","177,090","12,790","16,068","21,845","29,324","29,573","27,172","21,474","12,542","5,380","889","33","177,525","177,525","12,802","16,101","21,874","29,297","29,602","27,291","21,579","12,639","5,413","894","33","177,848","177,848","12,816","16,105","21,930","29,285","29,620","27,275","21,722","12,709","5,451","900","35","178,145","178,145","12,815","16,125","21,953","29,310","29,599","27,343","21,791","12,782","5,474","919","34","178,490","178,490","12,822","16,166","21,902","29,378","29,610","27,457","21,858","12,813","5,511","939","34","179,030","179,030","12,788","16,201","22,005","29,415","29,743","27,552","21,919","12,892","5,536","945","34"
"인천광역시 중구영종출장소 (2811400000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"인천광역시 중구용유출장소 (2811800000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"인천광역시 동구 (2814000000)","56,469","56,469","2,287","4,182","5,220","6,177","7,880","9,623","9,921","7,154","3,471","544","10","57,033","57,033","2,347","4,220","5,235","6,351","7,986","9,692","9,942","7,221","3,479","550","10","57,603","57,603","2,396","4,224","5,289","6,533","8,023","9,774","10,003","7,286","3,502","563","10","57,753","57,753","2,386","4,230","5,289","6,565","8,045","9,797","10,019","7,329","3,520","561","12","57,836","57,836","2,388","4,225","5,279","6,582","8,049","9,795","10,027","7,384","3,526","569","12","57,926","57,926","2,386","4,243","5,273","6,582","8,065","9,811","10,013","7,420","3,550","571","12"
"인천광역시 미추홀구 (2817700000)","417,198","417,198","23,071","32,238","48,719","58,530","62,509","68,826","64,932","38,167","17,298","2,837","71","416,941","416,941","22,909","32,244","48,574","58,320","62,383","68,843","65,008","38,398","17,323","2,869","70","417,486","417,486","22,862","32,540","48,578","58,412","62,222","68,709","65,078","38,690","17,411","2,911","73","417,547","417,547","22,841","32,524","48,481","58,439","62,146","68,730","65,095","38,832","17,450","2,936","73","417,725","417,725","22,800","32,462","48,517","58,438","62,141","68,695","65,100","39,011","17,524","2,962","75","418,211","418,211","22,857","32,464","48,350","58,716","62,276","68,627","65,181","39,127","17,587","2,948","78"
"인천광역시 연수구 (2818500000)","409,814","409,814","32,565","47,674","45,113","57,080","71,097","68,298","54,564","22,306","9,174","1,880","63","410,040","410,040","32,594","47,609","44,805","57,061","71,211","68,321","54,774","22,527","9,175","1,898","65","410,050","410,050","32,492","47,525","44,584","57,160","71,104","68,187","55,055","22,768","9,194","1,914","67","410,191","410,191","32,474","47,505","44,500","57,194","70,987","68,224","55,171","22,930","9,210","1,929","67","410,308","410,308","32,363","47,553","44,316","57,249","70,965","68,193","55,306","23,117","9,255","1,924","67","410,290","410,290","32,270","47,539","44,212","57,188","71,010","68,191","55,374","23,232","9,289","1,918","67"
"인천광역시 남동구 (2820000000)","480,148","480,148","23,439","44,380","53,850","60,764","72,714","84,620","79,349","41,060","16,996","2,887","89","479,874","479,874","23,245","44,280","53,647","60,637","72,512","84,603","79,465","41,403","17,054","2,936","92","479,700","479,700","23,090","44,162","53,428","60,816","72,227","84,383","79,643","41,757","17,129","2,975","90","479,566","479,566","22,928","44,137","53,292","60,894","72,015","84,237","79,824","41,970","17,181","2,996","92","479,343","479,343","22,804","44,003","53,164","60,838","71,864","84,151","79,951","42,219","17,244","3,016","89","479,149","479,149","22,634","43,933","53,016","60,780","71,866","84,023","80,007","42,426","17,365","3,012","87"
